number,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,carbohydrate,fiber,sugars,lactose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,water
3067,"OSCAR MAYER,  Chicken Breast (honey glazed)",100,109,1.5,0.4,0.053,19.85,4.3,0,4.3,0,1.5,0.394,0.564,0.218,70.4
284,"Milk,  fluid",100,108,7,4.6,0.027,5.98,5.36,0,0,0,7,4.603,1.724,0.308,80.7
6990,"Potatoes,  whole milk and margarine",100,108,4.9,1.3,0.003,2.05,14.4,2.2,0,0,4.93,1.284,2.041,1.363,77.48
865,"Puddings,  ready-to-eat",100,108,2.2,1.2,0.012,3.23,18.39,0.3,11.59,3.43,2.15,1.208,0.556,0.129,75.15
159,"Rice noodles,  cooked",100,108,0.2,,0,1.79,24.01,1,0.03,0,0.2,0.023,0.026,0.023,73.82
1096,Campbell's Pork and Beans,100,108,1.2,0.4,0.004,4.62,19.23,5.4,6.15,0,1.15,0.385,0,0,73.7
3538,"Sweet potato,  drained solids",100,108,0.3,0.1,0,1.28,25.36,3,5.74,0,0.32,0.069,0.012,0.141,72.47
3778,"Sauce,  CHA! BY TEXAS PETE",100,108,1,,0,2.02,22.73,2.1,15.65,0,0.98,0,0,0,66.25
7343,"Fish,  cheeks and soft bones (Alaska Native)",100,107,3.6,,0,18.6,0,0,0,0,3.6,0,0,0,76.3
3218,"Chili con carne with beans,  canned entree",100,107,3.5,1.3,0.009,5.8,13.1,3.3,1.87,0,3.47,1.253,1.412,0.4,75.69
5454,"Frozen yogurts,  sweetened without sugar",100,107,0.8,0.5,0.004,4.4,19.7,2,12.61,0,0.8,0.505,0.214,0.03,73.5
230,"Figs,  stewed",100,107,0.4,0.1,0,1.42,27.57,4.2,23.35,0,0.4,0.062,0.068,0.149,69.8
4558,"Plums,  without added sugar",100,107,0.2,,0,0.96,28.08,3.1,24.98,0,0.16,0.01,0.08,0.026,69.73
1940,"Potatoes,  ready-to-eat",100,106,5,2.6,0.013,1.97,13.29,1.9,1.76,1.17,5.01,2.632,1.236,0.684,78.27
1366,"Yogurt,  whole milk",100,106,3,1.6,0.01,7.33,12.29,0,12,0,3,1.599,1.265,0.219,76.81
5447,"SPAGHETTIOS,  SpaghettiOs RavioliOs Beef Ravioli in Meat Sauce",100,106,3.2,1.4,0.008,4.37,15.08,1.6,3.57,0,3.17,1.389,0,0,76.1
5008,"KASHI Italian Vegetable Medley Pasta,  unprepared",100,106,2.6,1.3,0.007,4.7,16.3,2.7,2.9,0,2.6,1.3,0.3,0.1,75
238,"HORMEL,  Cure 81 Ham",100,106,3.6,1.2,0.051,18.43,0.21,0,0,0,3.59,1.17,1.75,0.37,74.25
1882,"Beans,  with pork",100,106,1.6,0.6,0.007,5.19,19.99,5.5,0,0,1.55,0.599,0.673,0.199,71.46
872,"Sauce,  thin",100,105,6.7,2.2,0.008,3.77,7.4,0.1,4.78,0,6.73,2.152,2.67,1.586,80.66
3390,"Restaurant,  beef and vegetables",100,105,5.3,1,0.014,7.08,7.29,1.5,2.41,0,5.3,0.978,1.217,2.13,78.82
5838,"Beverages,  Ready-to-Drink",100,105,2.5,0.4,0.002,3.8,16.88,0,9.7,0,2.53,0.422,0.844,1.266,76.2
3767,"Fish,  solids and liquid",100,105,0.9,0.2,0.055,22.76,0,0,0,0,0.86,0.167,0.124,0.291,75.61
2625,"McDONALD'S,  Fruit 'n Yogurt Parfait",100,105,1.3,,0.005,2.73,20.72,1,12.83,2.11,1.3,0.041,0.106,0.095,74.61
4223,"Yogurt,  11 grams protein per 8 ounce",100,105,1.4,0.9,0.006,4.86,18.6,0,0,0,1.41,0.909,0.387,0.04,74.1
4706,"Yogurt,  with low calorie sweetener",100,105,1.4,0.9,0.006,4.86,18.6,0,2.9,0,1.41,0.909,0.387,0.04,74.1
1399,"Beans,  no salt added",100,105,0.4,0.1,0,4.8,20.49,5.5,7.78,0,0.4,0.103,0.035,0.172,72.6
1237,"Cheese,  fat free",100,105,1,0.6,0.012,15.69,7.66,0,5.48,4.84,1,0.644,0.25,0.057,71.87
3669,"Beans,  with pork and sweet sauce",100,105,0.9,0.2,0.007,4.52,21.57,4.4,8.23,0,0.89,0.231,0.222,0.4,71.48
4195,"Prunes,  solids and liquids",100,105,0.2,,0,0.87,27.8,3.8,0,0,0.2,0.016,0.13,0.043,70.67
2788,"Leavening agents,  compressed",100,105,1.9,0.2,0,8.4,18.1,8.1,0,0,1.9,0.243,1.047,0.004,69
2434,"Fish,  eggs (Alaska Native)",100,104,2.9,0.5,0.439,14.66,4.89,0,0,0,2.88,0.496,1.046,1.073,76.24
5866,"Restaurant,  spaghetti with pomodoro sauce (no meat)",100,104,1.9,0.4,0,3.9,17.77,1.7,1.82,0,1.89,0.366,0.926,0.528,75.56
5158,"CARRABBA'S ITALIAN GRILL,  spaghetti with pomodoro sauce",100,104,1.8,0.4,0,3.42,18.63,1.7,1.87,0,1.75,0.36,0.927,0.375,75.25
7085,"Yogurt,  with low-calorie sweetener",100,104,0.8,0.5,0.004,4.4,19.7,2,12.61,0,0.8,0.488,0.205,0.03,73.5
2420,"Mouse nuts,  seedlings (Alaska Native)",100,104,1.1,,0,7.3,16.3,0,0,0,1.1,0,0,0,73
1255,"Pumpkin pie mix,  canned",100,104,0.1,0.1,0,1.09,26.39,8.3,0,0,0.13,0.065,0.016,0.007,71.49
2628,"Stew,  squash (Navajo)",100,103,4.3,1.7,0.043,8.62,7.27,1.7,0.61,0,4.34,1.735,1.748,0.383,76.13
2608,"Restaurant,  black bean soup",100,103,2.6,0.5,0.001,5.1,14.79,4.9,0.89,0,2.57,0.535,1.035,0.787,75.91
5438,"Flan,  prepared with 2% milk",100,103,1.7,1,0.007,2.99,18.82,0,0,0,1.72,1.035,0.472,0.064,75.71
1190,"Chili with beans,  canned",100,103,3.8,1.1,0.017,6.12,13.24,3.3,1.65,0,3.76,1.133,1.601,0.249,75.51
4311,"KASHI Spicy Black Bean Enchilada,  unprepared",100,103,2.8,0.4,0.001,3,17.7,3.1,1,0,2.8,0.4,1.4,0.8,75.5
3433,"KASHI Spinach Artichoke Pasta,  unprepared",100,103,3.4,1.6,0.007,5,15.1,3,0.1,0,3.4,1.6,1.1,0.5,75.4
3311,"WORTHINGTON Choplets,  unprepared",100,103,1,0.1,0,19.4,4.1,2.8,0.4,0,1,0.1,0.1,0.5,74.1
2042,"Raspberries,  sweetened",100,103,0.2,,0,0.7,26.16,4.4,21.76,0,0.16,0.005,0.015,0.089,72.75
4600,"Peaches,  with added sugar",100,103,0.2,,0,1.06,26.6,2.4,0,0,0.22,0.024,0.082,0.108,71.38
3439,"WORTHINGTON Low Fat Fri Chik,  unprepared",100,102,2.7,0.4,0.001,14.3,4.9,1,0,0,2.7,0.4,0.7,1.1,76.4
3371,"Sea lion,  heart (Alaska Native)",100,102,3.3,,0,17,1,0,0,0,3.3,0,0,0,76.2
2910,"OLIVE GARDEN,  spaghetti with pomodoro sauce",100,102,1.9,0.3,0,4.26,17.14,1.7,1.77,0,1.85,0.336,0.836,0.645,75.92
1348,"Amaranth grain,  cooked",100,102,1.6,,0,3.8,18.69,2.1,0,0,1.58,0,0,0,75.16
4224,"Yogurt,  10 grams protein per 8 ounce",100,102,1.1,0.7,0.004,4.37,19.05,0,19.05,0,1.08,0.697,0.297,0.031,74.48
2629,"Stew,  dumpling with mutton (Navajo)",100,101,3.8,1.7,0.028,8.71,8.03,0,0.21,0,3.78,1.709,1.533,0.274,79.21
3654,"KASHI Pesto Pasta Primavera,  unprepared",100,101,3.8,0.7,0.002,3.8,13,2.4,1.4,0,3.8,0.7,1.9,1.2,77.9
5188,"Beverages,  peanut flavor",100,101,3.1,0.6,0,3.5,14.74,0,0,3.41,3.07,0.571,1.922,0.178,77.79
3699,"Turkey,  smoked",100,101,2.5,0.9,0.021,8,11.54,0.6,0,0,2.5,0.85,1.026,0.329,76.3
604,"Teff,  cooked",100,101,0.7,,0,3.87,19.86,2.8,0,0,0.65,0,0,0,74.93
5580,"Crustaceans,  made from surimi",100,101,1.5,0.3,0.036,12.39,9.13,0,0,0,1.47,0.29,0.22,0.75,74.91
390,"Wild rice,  cooked",100,101,0.3,,0,3.99,21.34,1.8,0.73,0,0.34,0.049,0.05,0.213,73.93
837,"Sweet potato,  mashed",100,101,0.2,,0,1.98,23.19,1.7,5.45,0,0.2,0.041,0.008,0.084,73.88
3462,"Lentils,  with salt",100,101,0.5,0.1,0,8.8,21.25,0,0,0,0.45,0.053,0.095,0.201,68.7
4441,"Lentils,  without salt",100,101,0.5,0.1,0,8.8,21.25,0,0,0,0.45,0.053,0.095,0.201,68.7
282,"Catsup,  low sodium",100,101,0.1,,0,1.04,27.4,0.3,21.27,0,0.1,0.014,0.015,0.041,68.51
669,Catsup,100,101,0.1,,0,1.04,27.4,0.3,21.27,0,0.1,0.014,0.015,0.041,68.51
572,"Thyme,  fresh",100,101,1.7,0.5,0,5.56,24.45,14,0,0,1.68,0.467,0.081,0.532,65.11
85,SILK Original Creamer,100,100,6.7,,0,0,6.67,0,0,0,6.67,0,0,0,86.29
4777,"Whipped cream substitute,  made from powdered mix",100,100,6,3.2,0,0.9,10.6,0,10.6,0,6,3.186,1.357,1.158,82.3
4742,"Spaghetti,  canned",100,100,4.1,1.5,0.007,4.37,11.45,2.7,2.91,0,4.11,1.459,1.633,0.563,78.8
2527,"Chili with beans,  microwavable bowls",100,100,3.7,1.4,0.01,5.85,10.88,2.9,1.84,0,3.68,1.372,1.595,0.401,77.89
1435,"Turkey breast,  prepackaged",100,100,2.4,0.3,0.05,16.33,2.34,0,3.28,0,2.37,0.318,0.813,0.503,75.83
3877,"Sweet potato,  with salt",100,100,0.1,,0,1.71,23.4,1.8,0,0,0.12,0.026,0.005,0.053,73.7
4721,"Sweet potato,  without salt",100,100,0.1,,0,1.71,23.4,1.8,9.17,0,0.12,0.025,0.005,0.049,73.7
932,"Pie fillings,  canned",100,100,0.1,,0,0.1,26.1,1,13.8,0,0.1,0,0,0,73.4
1165,"Beef stew,  canned entree",100,99,5.5,2.2,0.013,4.41,7.85,0.9,1.76,0,5.53,2.185,2.543,0.251,80.78
4960,"Child formula,  ready-to-feed",100,99,4.8,1.3,0.002,2.86,11.15,0,10.5,10.5,4.77,1.256,1.936,1.068,80.47
7092,"Child formula,  with iron and fiber",100,99,4.7,1.3,0.002,2.8,11.28,0.5,7.6,0,4.7,1.256,1.936,1.067,80.47
4380,"Babyfood,  with tomato sauce",100,99,2.2,1,0.007,3.6,16.3,0.1,0.59,0,2.2,0.96,0.57,0.48,76.5
585,"Fish,  surimi",100,99,0.9,0.2,0.03,15.18,6.85,0,0,0,0.9,0.191,0.149,0.443,76.34
2759,"SPAGHETTIOS,  Mini Beef Ravioli in Meat Sauce",100,99,1.7,0.8,0.004,4.25,16.6,1.9,5.41,0,1.74,0.772,0,0,75.6
4360,"Yogurt,  9 grams protein per 8 ounce",100,99,1.2,0.7,0.005,3.98,18.64,0,18.64,0,1.15,0.742,0.316,0.033,75.3
4387,"Crustaceans,  cooked (not previously frozen)",100,99,0.3,0.1,0.189,23.98,0.2,0,0,0,0.28,0.056,0.048,0.079,74.33
5815,"Mollusks,  made from surimi",100,99,0.4,0.1,0.022,12.77,10.62,0,0,0,0.41,0.08,0.06,0.21,73.82
3004,"Vitasoy USA,  Organic Nasoya Extra Firm Tofu",100,98,5.2,0.7,0,10.1,2.6,1.3,0.4,0,5.2,0.7,1.4,3.1,80.9
3990,"Cheese,  large or small curd",100,98,4.3,1.7,0.017,11.12,3.38,0,2.67,2.67,4.3,1.718,0.778,0.123,79.79
6854,"Babyfood,  multigrain cereal and added DHA fortified",100,98,3.5,1.8,0.014,3.4,13.22,0.3,11.46,0,3.53,1.84,0.916,0.367,79.16
5667,"Chicken breast,  prepackaged",100,98,1.9,0.6,0.051,17.4,2.92,0,0.75,0,1.86,0.564,0.74,0.452,74.47
943,"Apricots,  sweetened",100,98,0.1,,0,0.7,25.1,2.2,0,0,0.1,0.007,0.044,0.02,73.3
5161,"Corn,  unprepared",100,98,0.8,0.1,0,3.28,23.5,2.8,3.78,0,0.78,0.12,0.228,0.367,71.79
2448,"Fish,  meat (Alaska Native)",100,97,5.3,,0,11.7,0,0,0,0,5.3,0,0,0,80.8
2549,"Cheese,  with fruit",100,97,3.9,2.3,0.013,10.69,4.61,0.2,2.38,0,3.85,2.311,1.036,0.124,79.64
4716,"Salad dressing,  milk cream",100,97,5.1,2.8,0.043,2.1,11.1,0,0,0,5.1,2.8,1.7,0.3,79.6
2731,"Beans,  cooked",100,97,1,0.1,0,5,16.9,4.2,5.25,0,1,0.145,0.077,0.555,75.5
2118,"Potatoes,  baked",100,97,0.1,,0,2.63,21.44,2.3,1.08,0,0.13,0.032,0.003,0.054,74.45
2938,"Leavening agents,  low-sodium",100,97,0.4,0.1,0,0.1,46.9,2.2,0,0,0.4,0.073,0.006,0.121,6.2
2275,"Babyfood,  beef with vegetables",100,96,6.9,2.8,0.012,2.03,6.36,1.8,2.16,0,6.93,2.84,3.12,0.9,84.3
4296,"Rennin,  prepared with whole milk",100,96,3.3,2,0.012,3.2,13.34,0.5,0,0,3.34,1.999,0.932,0.121,79.29
6641,"MORNINGSTAR FARMS Lasagna with Veggie Sausage,  unprepared",100,96,2.3,1,0.004,7.1,14.4,2.3,1.7,0,2.3,1,0.5,0.4,75
1732,"Sweet potato,  unprepared",100,96,0.2,,0,1.71,22.22,1.7,0,0,0.18,0.039,0.007,0.08,74.89
1749,"Cheese,  with vegetables",100,95,4.2,2.6,0.014,10.9,3,0.1,0.37,0,4.2,2.646,1.189,0.14,80.3
2959,"Restaurant,  chicken and vegetables",100,95,4.6,0.8,0.021,8.18,5.38,0.9,2.93,0,4.56,0.77,1.087,2.08,80.24
250,Acorn stew (Apache),100,95,3.5,1.3,0.02,6.81,9.22,0.7,0.34,0,3.47,1.28,1.68,0.297,79.78
5301,"CAMPBELL'S CHUNKY Soups,  Roadhouse - Beef & Bean Chili",100,95,3.3,1.4,0.01,6.12,10.2,2.4,2.86,0,3.27,1.429,0,0,78.7
6601,"CAMPBELL'S CHUNKY Soups,  Firehouse - Hot & Spicy Beef & Bean Chili",100,95,3.3,1.4,0.01,6.12,10.2,2.4,2.86,0,3.27,1.429,0,0,78.7
2054,"SPAGHETTIOS,  SpaghettiOs with Meatballs",100,95,2.8,1,0.008,4.37,12.7,1.6,3.17,0,2.78,0.992,1.19,0.397,78.1
3485,"SPAGHETTIOS,  SpaghettiOs A to Z's with Meatballs",100,95,2.8,1,0.008,4.37,12.7,1.6,3.17,0,2.78,0.992,1.19,0.397,78.1
2528,"Frozen novelties,  orange",100,95,0,,0,0.5,23.17,0.1,19.99,0,0,0,0,0,76.1
700,"Yogurt,  nonfat",100,95,0.2,0.1,0.002,4.4,19,0,19,0,0.2,0.119,0.05,0.016,75.4
2030,"Nance,  drained",100,95,1.3,,0,0.56,22.79,7,15.66,0,1.28,0,0,0,74.85
839,"Pastrami,  98% fat-free",100,95,1.2,,0.047,19.6,1.54,0,0,0,1.16,0,0.56,0.04,74.3
4771,"Turkey,  97% fat-free",100,95,0.7,0.2,0.048,20.9,1.31,0,0,0,0.69,0.22,0.25,0.19,73.5
1047,"Sauce,  tomato based",100,95,0.2,,0,1.25,22.04,1.5,9.82,0,0.23,0,0,0,71
627,Tofu yogurt,100,94,1.8,0.3,0,3.5,15.96,0.2,1.24,0,1.8,0.259,0.4,1.017,77.5
129,SILK Peach soy yogurt,100,94,1.2,,0,2.35,18.82,0.6,14.71,0,1.18,0,0,0,76.41
1448,"Peaches,  sweetened",100,94,0.1,,0,0.63,23.98,1.8,22.18,0,0.13,0.014,0.048,0.064,74.73
3509,"Beans,  with pork and tomato sauce",100,94,0.9,0.3,0.007,5.15,18.69,4,5.67,0,0.93,0.293,0.277,0.157,73.5
3304,"Beans,  plain or vegetarian",100,94,0.4,0.1,0,4.75,21.14,4.1,7.96,0,0.37,0.071,0.095,0.121,72
1986,"SWANSON,  Chicken and Dumplings",100,93,4.1,1.8,0.014,4.45,9.72,0.8,0.81,0,4.05,1.822,0,0,80.8
3244,"Sea lion,  kidney (Alaska Native)",100,93,1.7,0.3,0.39,18.1,1.4,0,0,0,1.7,0.3,0.3,0.3,77.4
2914,"Puddings,  fat free",100,93,0.3,,0.001,1.93,20.87,0.3,15.75,0,0.3,0,0,0,76.23
1584,"Potatoes,  with salt",100,93,0.1,,0,1.96,21.55,1.5,1.7,0,0.1,0.026,0.002,0.043,75.42
2571,"Potatoes,  without salt",100,93,0.1,,0,1.96,21.55,1.5,1.7,0,0.1,0.026,0.002,0.043,75.42
3605,"Succotash,  unprepared",100,93,0.9,0.2,0,4.31,19.94,4,0,0,0.89,0.166,0.173,0.427,74.11
1006,"Sauce,  sriracha",100,93,0.9,,0,1.93,19.16,2.2,15.11,0,0.93,0,0,0,71.84
3441,"Vitasoy USA Organic Nasoya,  Tofu Plus Extra Firm",100,92,4.9,0.6,0,10.18,1.82,1,0.4,0,4.9,0.6,1.3,3,81.8
6832,"Babyfood,  multigrain cereal and added iron fortified",100,92,3.1,1.6,0.01,3.05,13,0.6,11.46,0,3.08,1.582,0.74,0.405,80.21
1601,"Buckwheat groats,  cooked",100,92,0.6,0.1,0,3.38,19.94,2.7,0.9,0,0.62,0.134,0.188,0.188,75.63
2010,"Jackfruit,  syrup pack",100,92,0.1,,0,0.36,23.94,0.9,0,0,0.14,0,0,0,75.28
4182,"Blackberries,  solids and liquids",100,92,0.1,,0,1.31,23.1,3.4,19.7,0,0.14,0.005,0.014,0.08,75.06
4010,"Sauce,  with salt",100,92,0.3,,0,2.5,19.79,2.4,13.33,0,0.3,0.045,0.038,0.154,68
2954,KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,100,91,1.3,0.8,0.009,4.7,15.1,0,7.2,0,1.3,0.8,0,0,77.7
2047,"Plums,  wild (Northern Plains Indians)",100,91,0.2,,0,0.43,21.95,6,10.61,0,0.17,0,0,0,76.68
5881,"Pickles,  sweet (includes bread and butter pickles)",100,91,0.4,0.1,0,0.58,21.15,1,18.27,0,0.41,0.067,0.004,0.106,76.2
1602,"Sweet potato,  vacuum pack",100,91,0.2,,0,1.65,21.12,1.8,5,0,0.2,0.041,0.008,0.084,76.03
3764,"Beans,  low sodium",100,91,0.3,0.1,0,6.03,16.55,6.9,0.23,0,0.29,0.075,0.025,0.125,75.64
5597,"Raspberries,  solids and liquids",100,91,0.1,,0,0.83,23.36,3.3,20.06,0,0.12,0.005,0.011,0.068,75.33
1336,"Pickle relish,  hot dog",100,91,0.5,,0,1.5,23.35,1.5,0,0,0.46,0.044,0.227,0.11,71.65
4318,"Beverages,  prepared with whole milk",100,90,3,1.7,0.009,3.07,12.78,0.3,11.31,0,2.96,1.681,0.74,0.172,80.51
5208,"Pasta with Sliced Franks in Tomato Sauce,  canned entree",100,90,2.4,0.8,0.009,4.37,12.7,1.6,3.17,0,2.38,0.791,1.024,0.328,78.2
5423,"McDONALD'S,  Fruit 'n Yogurt Parfait (without granola)",100,90,1.1,,0.005,2.47,17.67,0.9,11.9,2.22,1.13,0.004,0.01,0.033,78.18
2084,"Spaghetti with meat sauce,  frozen entree",100,90,1,0.4,0.006,5.05,15.24,1.8,2.6,0,1.01,0.35,0.33,0.32,77.82
6530,"Refried beans,  traditional style (includes USDA commodity)",100,90,2,0.6,0,4.98,13.55,3.7,0.54,0,2.01,0.631,0.601,0.543,77.75
2098,"KASHI,  Frozen Entree",100,90,3.2,0.5,0,2,15,2.9,3,0,3.2,0.5,1.9,0.8,74
6707,"Soy sauce,  made from hydrolyzed vegetable protein",100,90,0.3,,0,8.19,14.44,0.3,5.63,0,0.31,0.02,0.032,0.089,63.33
1032,"Fast foods,  mashed",100,89,2.8,0.6,0,1.65,14.65,1.3,0.5,0,2.82,0.577,0.72,1.342,79.62
3031,"Babyfood,  banana juice with low fat yogurt",100,89,0.8,0.5,0.003,2.5,17.54,0.4,13.28,0,0.8,0.517,0.219,0.022,78.5
4601,"Refried beans,  reduced sodium",100,89,2,0.6,0,4.98,13.55,3.7,0.54,0,2.01,0.631,0.601,0.543,77.75
4281,"Sweet potato,  solids and liquids",100,89,0.2,,0,0.98,20.93,2.5,15.4,0,0.2,0.041,0.008,0.084,77.39
2676,"Plums,  drained",100,89,0.1,,0,0.44,23.12,1.5,21.58,0,0.14,0.011,0.09,0.03,76.06
1374,"Cherries,  sweetened",100,89,0.1,,0,1.15,22.36,2.1,20.26,0,0.13,0.03,0.036,0.04,75.53
3613,"Sauce,  reduced sodium",100,89,0,,0,5.93,15.58,0.1,14.1,0,0.02,0,0,0,69.7
3798,"Alcoholic Beverage,  Mouvedre",100,88,0,,0,0.07,2.64,0,0,0,0,0,0,0,85.81
3721,"Alcoholic Beverage,  Zinfandel",100,88,0,,0,0.07,2.86,0,0,0,0,0,0,0,85.71
6250,"Child formula,  prepared from powder",100,88,4.5,4,0.001,3.33,8.57,0,7.4,0,4.48,3.953,0.143,0.333,82.86
668,Eggnog,100,88,4.2,2.6,0.059,4.55,8.05,0,8.05,7.84,4.19,2.591,1.302,0.198,82.54
2479,"Vitasoy USA Azumaya,  Extra Firm Tofu",100,88,4.6,0.6,0,10.07,1.53,0.9,0.5,0,4.6,0.6,1.4,2.6,82.5
3782,"Potatoes,  home-prepared with butter",100,88,3.7,2.3,0.012,2.87,10.78,1.9,0,0,3.68,2.255,1.039,0.166,80.94
4682,"Potatoes,  home-prepared with margarine",100,88,3.7,1.4,0.006,2.87,10.78,1.9,0,0,3.68,1.377,1.352,0.746,80.94
5246,"Nutritional supplement for people with diabetes,  liquid",100,88,3.1,0.2,0.002,4.4,11.88,2.2,2.64,0,3.08,0.232,2.318,0.395,79.74
4062,SILK Vanilla soy yogurt (single serving size),100,88,1.8,,0,2.94,14.71,0.6,10.59,0,1.76,0,0,0,79.35
6956,"Chickpeas (garbanzo beans,  bengal gram)",100,88,2,0.2,0,4.92,13.49,4.4,0,0,1.95,0.204,0.444,0.881,78.55
886,SILK Black Cherry soy yogurt,100,88,1.2,,0,2.35,17.06,0.6,11.76,0,1.18,0,0,0,78.18
1145,SILK Blueberry soy yogurt,100,88,1.2,,0,2.35,17.06,0.6,12.35,0,1.18,0,0,0,78.18
1144,SILK Raspberry soy yogurt,100,88,1.2,,0,2.35,17.65,0.6,12.94,0,1.18,0,0,0,77.59
1231,SILK Key Lime soy yogurt,100,88,1.2,,0,2.35,17.65,0.6,12.35,0,1.18,0,0,0,77.59
4257,"Blueberries,  solids and liquids",100,88,0.3,,0,0.65,22.06,1.6,20.46,0,0.33,0.027,0.047,0.144,76.78
8311,"Fruit salad,  solids and liquids",100,88,0.1,,0,0.33,22.77,1,0,0,0.06,0.009,0.012,0.027,76.64
344,"Vinegar,  balsamic",100,88,0,,0,0.49,17.03,0,14.95,0,0,0,0,0,76.45
4085,"Figs,  solids and liquids",100,88,0.1,,0,0.38,22.9,2.2,20.7,0,0.1,0.02,0.022,0.048,76.33
1460,"Boysenberries,  heavy syrup",100,88,0.1,,0,0.99,22.31,2.6,0,0,0.12,0.004,0.012,0.068,76.26
3250,"Blueberries,  drained",100,88,0.4,,0,1.04,22.66,2.6,17.45,0,0.4,0.028,0.062,0.19,75.72
4251,"Soup,  commercial",100,87,5.3,1.6,0.004,2.1,7.7,1.8,2.12,0,5.3,1.6,2,1.7,82.7
2917,"SPAGHETTIOS,  SpaghettiOs with Sliced Franks",100,87,2.4,1,0.008,3.57,12.7,1.6,3.57,0,2.38,0.992,0.992,0.397,79
2329,"Frozen novelties,  fruit and juice bars",100,87,0.1,,0,1.2,20.2,1,17.48,0,0.1,0,0,0.03,78.3
2558,"Beverages,  bottled",100,87,0.1,,0,0.1,21.4,0,21.4,0,0.1,0.008,0.002,0.02,78.2
4233,"SPAGHETTIOS,  SpaghettiOs  with Meatballs - Easy Open",100,87,2.4,1,0.01,4.37,11.65,1.5,3.4,0,2.43,0.971,1.214,0.243,78.1
3558,"Alcoholic Beverage,  Sangiovese",100,86,0,,0,0.07,2.62,0,0,0,0,0,0,0,86.17
3797,"Alcoholic Beverage,  Burgundy",100,86,0,,0,0.07,3.69,0,0,0,0,0,0,0,85.62
5687,"CAMPBELL'S CHUNKY Soups,  Chicken Broccoli Cheese & Potato Soup",100,86,4.5,1.6,0.008,2.86,8.16,1.2,2.45,0,4.49,1.633,0,0,83.22
7345,"Yogurt,  sweetened with low calorie sweetener",100,86,1.3,0.8,0.005,4.93,13.8,0,5.43,0,1.25,0.752,0.313,0.035,79
2881,"Babyfood,  Banana with orange medley",100,86,0,,0,1.06,20.41,2.1,14.27,0,0,0,0,0,77.91
2536,"Pineapple,  sweetened",100,86,0.1,,0,0.4,22.2,1.1,21.1,0,0.1,0.007,0.012,0.035,77.1
5435,"McDONALD'S,  NEWMAN'S OWN Low Fat Balsamic Vinaigrette",100,86,5.9,0.9,0,0.19,24.65,0.4,6.74,0,5.94,0.87,2.19,2.8,66.05
2520,"Alcoholic beverage,  red",100,85,0,,0,0.07,2.61,0,0.62,0,0,0,0,0,86.49
4031,"Alcoholic Beverage,  Barbera",100,85,0,,0,0.07,2.79,0,0,0,0,0,0,0,86.29
4586,"Alcoholic Beverage,  Petite Sirah",100,85,0,,0,0.07,2.68,0,0,0,0,0,0,0,86.22
706,HOUSE FOODS Premium Firm Tofu,100,85,4.2,0.7,0,10.92,0.97,0.9,0.4,0,4.19,0.71,0.97,2.51,82.87
3592,"Babyfood,  prepared with whole milk",100,85,3.4,1.8,0.01,3.45,10.31,0,4.87,4.67,3.38,1.793,0.846,0.333,81.96
2285,"Restaurant,  chicken chow mein",100,85,2.8,0.5,0.016,6.76,8.29,1,1.74,0,2.8,0.49,0.613,1.226,81.01
6202,"Fish,  dry heat (may have been previously frozen)",100,85,0.5,0.1,0.057,18.73,0,0,0,0,0.5,0.105,0.089,0.201,80.31
4957,"PREGO Pasta,  ready-to-serve",100,85,2.7,0.8,0,1.54,13.85,2.3,9.23,0,2.69,0.769,0,0,80.2
2867,"Yogurt,  DANNON OIKOS",100,85,0.1,0.1,0,8.12,12.72,0.5,11.4,2.47,0.14,0.09,0.02,0.008,78.5
5317,"Apricots,  without added sugar",100,85,0.2,,0,1.2,22.15,2.6,19.57,0,0.18,0.006,0.026,0.026,75.56
4595,"Alcoholic beverage,  Chardonnay",100,84,0,,0,0.07,2.16,0,0.96,0,0,0,0,0,86.85
2463,"Vitasoy USA,  Organic Nasoya Firm Tofu",100,84,4.4,0.5,0,8.9,2.3,0.8,0.3,0,4.4,0.5,1.2,2.7,83.4
2893,"Fish,  sweet recipe",100,84,1.7,0.4,0.03,9.07,7.41,0,0,0,1.73,0.412,0.824,0.285,80.35
3500,"Duck,  meat (Alaska Native)",100,84,0.4,,0,20.2,0,0,0,0,0.4,0,0,0,79
3808,"Yogurt parfait,  with fruit and granola",100,84,1,0.5,0.003,3.36,15.86,1.1,11.68,0,1.01,0.525,0.307,0.122,78.98
3298,"Salad Dressing,  fat-free",100,84,2.7,0.6,0.009,0.2,15.5,1.9,10.3,0,2.7,0.6,1.887,0.063,78.7
5137,"Salad dressing,  KRAFT MIRACLE WHIP FREE Nonfat Dressing",100,84,2.7,0.6,0.009,0.2,15.5,1.9,10.3,0,2.7,0.6,0,0,78.7
4466,"Fish,  cooked (not previously frozen)",100,84,0.3,,0.061,20.42,0,0,0,0,0.25,0.048,0.055,0.108,78.37
6108,"Whiskey sour mix,  with added potassium and sodium",100,84,0.1,,0,0.1,21.4,0,0,0,0.1,0.008,0.002,0.02,78.2
2261,"Desserts,  unsweetened",100,84,0.1,,0,1,19.8,0,0,0,0.1,0.041,0.038,0.007,6.5
